Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cardiac muscle contraction	14/87	0.2731549590734378	0.999996095524618	0	0	1.2396028013390565	1.6086524251096506	RYR2;ATP1A4;ATP1A2;ATP1B2;CACNA1C;COX6B2;SLC8A3;CACNG8;CACNB4;TNNT2;CASQ2;CACNG2;MYH6;MYH7
Steroid biosynthesis	4/20	0.27623847613996544	0.999996095524618	0	0	1.6151979088872293	2.0779371568476703	CYP24A1;SOAT2;MSMO1;DHCR7
Thyroid hormone synthesis	12/75	0.3012896690087459	0.999996095524618	0	0	1.2309612983770286	1.4767634928699287	PRKCG;TPO;IYD;ATP1A4;ADCY2;ATP1A2;ATP1B2;LRP2;CGA;DUOX2;TSHR;SLC5A5
Hypertrophic cardiomyopathy	14/90	0.31793395020824256	0.999996095524618	0	0	1.1904639785370472	1.3641665080101524	RYR2;PRKAA2;LAMA1;CACNA1C;IGF1;SLC8A3;CACNG8;SGCD;CACNB4;TNNT2;ITGA8;CACNG2;MYH6;MYH7
Phototransduction	5/28	0.319419495649743	0.999996095524618	0	0	1.404476133244547	1.6028583964916663	SAG;GUCA1A;GNAT1;PDE6A;CNGB1
Mucin type O-glycan biosynthesis	6/36	0.3512006821415101	0.999996095524618	0	0	1.2920777279521674	1.3520268719123196	ST6GALNAC1;GALNT5;B3GNT6;GALNTL5;GALNTL6;GALNT9
Ovarian steroidogenesis	8/51	0.3752150402387686	0.999996095524618	0	0	1.201927258179541	1.1781963784243112	PLA2G4D;CYP11A1;FSHR;HSD17B2;ADCY2;IGF1;CGA;LDLR
ABC transporters	7/45	0.39935554351111857	0.999996095524618	0	0	1.1899655681259222	1.0922731700058936	ABCG8;ABCG5;ABCC8;ABCC9;ABCA8;ABCB11;CFTR
Phenylalanine metabolism	3/17	0.40372436209847734	0.999996095524618	0	0	1.3840985442329228	1.2554090836530973	DDC;TAT;HPD
Vitamin digestion and absorption	4/24	0.40484880538569296	0.999996095524618	0	0	1.2918595967139657	1.168153190790722	FOLH1;SLC19A3;LRAT;APOB
PPAR signaling pathway	11/74	0.40639045565674875	0.999996095524618	0	0	1.1279587337243646	1.01566014136472	ACADL;MMP1;SCD;FABP7;ACSL6;UCP1;AQP7;PLIN1;SORBS1;CPT1C;PLIN5
Dilated cardiomyopathy	14/96	0.4117574067720417	0.999996095524618	0	0	1.1029729037920064	0.9786909334581091	RYR2;LAMA1;ADCY2;CACNA1C;IGF1;SLC8A3;CACNG8;SGCD;CACNB4;TNNT2;ITGA8;CACNG2;MYH6;MYH7
Long-term depression	9/60	0.4140914497991036	0.999996095524618	0	0	1.1399617085891596	1.005068257071454	PRKCG;GRIA1;GNAO1;GRIA2;GRID2;PLA2G4D;NOS1;IGF1;GRM1
Circadian entrainment	14/97	0.427637066348017	0.999996095524618	0	0	1.0896208522244901	0.9256115780526045	PRKCG;GRIA1;GRIA2;RYR2;ADCYAP1R1;ADCY2;CACNA1C;GRIN2B;GNAO1;ADCYAP1;GRIN2A;RASD1;NOS1;KCNJ3
Retinol metabolism	10/68	0.4291778753553362	0.999996095524618	0	0	1.1137208341936815	0.9420784315481942	SDR16C5;CYP27C1;CYP2B6;RDH8;CYP1A2;LRAT;UGT2A1;BCO1;UGT2B7;ADH6
Bile secretion	13/90	0.432298232886791	0.999996095524618	0	0	1.0906025409584794	0.9146224514630356	ABCG8;ABCG5;AQP8;ATP1A4;ADCY2;ATP1A2;ATP1B2;ABCB11;UGT2A1;SLC22A8;LDLR;CFTR;UGT2B7
Steroid hormone biosynthesis	9/61	0.43422141170883105	0.999996095524618	0	0	1.117974617974618	0.9326152197902567	SULT2B1;SULT1E1;CYP11A1;AKR1C1;HSD17B2;CYP1A2;UGT2A1;AKR1C4;UGT2B7
Taurine and hypotaurine metabolism	2/11	0.4453072540698624	0.999996095524618	0	0	1.435240464344942	1.1610962976985602	GGT5;GGT6
Ubiquinone and other terpenoid-quinone biosynthesis	2/11	0.4453072540698624	0.999996095524618	0	0	1.435240464344942	1.1610962976985602	TAT;HPD
Amphetamine addiction	10/69	0.4481582179458514	0.999996095524618	0	0	1.0947807774281944	0.8786808435271881	PRKCG;GRIA1;GRIA2;ARC;DDC;GRIN2A;PPP3R2;FOSB;CACNA1C;GRIN2B
Morphine addiction	13/91	0.4488037922015402	0.999996095524618	0	0	1.0765580117397278	0.8625054172474192	PRKCG;GABRB2;GABRB1;PDE1A;CACNA1B;ADCY2;OPRM1;GABRG3;GABRR3;GNAO1;PDE11A;PDE10A;KCNJ3
Insulin secretion	12/86	0.48864197514857804	0.999996095524618	0	0	1.0473124810203462	0.750006875460215	PRKCG;RYR2;ADCYAP1;KCNU1;ADCYAP1R1;ABCC8;ATP1A4;ADCY2;ATP1A2;ATP1B2;CACNA1C;GIP
Taste transduction	12/86	0.48864197514857804	0.999996095524618	0	0	1.0473124810203462	0.750006875460215	GRM4;P2RX3;HTR3E;PDE1A;SCN9A;HTR1D;HTR3A;HTR3B;CACNA1C;SCN2A;SCN3A;GRM1
Graft-versus-host disease	6/42	0.5013797802010447	0.999996095524618	0	0	1.0763577478824116	0.7431081548004198	IFNG;PRF1;GZMB;KLRD1;KLRC1;KIR2DL3
Tryptophan metabolism	6/42	0.5013797802010447	0.999996095524618	0	0	1.0763577478824116	0.7431081548004198	TPH2;DDC;TPH1;CYP1A2;KYAT1;INMT
Starch and sucrose metabolism	5/36	0.5397285698817347	0.999996095524618	0	0	1.0415486762986974	0.6423115222324848	SI;ENPP1;ENPP3;GBA3;G6PC1
Tyrosine metabolism	5/36	0.5397285698817347	0.999996095524618	0	0	1.0415486762986974	0.6423115222324848	DDC;TPO;TAT;HPD;ADH6
Long-term potentiation	9/67	0.5519781341956355	0.999996095524618	0	0	1.0019737605944503	0.5954197464609784	PRKCG;GRIA1;GRIA2;RPS6KA6;GRIN2A;PPP3R2;CACNA1C;GRIN2B;GRM1
Aldosterone-regulated sodium reabsorption	5/37	0.5652360455041057	0.999996095524618	0	0	1.0089419125887187	0.5756133225700975	PRKCG;ATP1A4;ATP1A2;ATP1B2;IGF1
Phenylalanine, tyrosine and tryptophan biosynthesis	1/6	0.5785397043305401	0.999996095524618	0	0	1.291533010070869	0.7067889877361193	TAT
Phosphonate and phosphinate metabolism	1/6	0.5785397043305401	0.999996095524618	0	0	1.291533010070869	0.7067889877361193	PCYT1B
Arachidonic acid metabolism	8/61	0.5838199818946787	0.999996095524618	0	0	0.9745840448201408	0.5244846774882597	GGT5;PTGIS;CYP2B6;PLA2G4D;CYP4F3;ALOX12B;CYP2C19;CYP4F8
Type II diabetes mellitus	6/46	0.5944428000351124	0.999996095524618	0	0	0.9684977578475337	0.5037454968597473	MAPK10;ABCC8;CACNA1B;IRS4;CACNA1C;MAFA
cAMP signaling pathway	28/216	0.6071831681221533	0.999996095524618	0	0	0.9612948740560214	0.4796138275635785	GRIA1;RYR2;GRIA2;ADCYAP1R1;VIPR2;PTGER3;ATP1A4;ADCY2;ATP1A2;CACNA1C;HTR4;GRIN2A;SOX9;CGA;DRD5;HTR1D;ATP1B2;GRIN2B;TSHR;GIP;MAPK10;TIAM1;ADCYAP1;PDE10A;FSHR;CNGB3;CFTR;CNGB1
Proximal tubule bicarbonate reclamation	3/23	0.612611866095283	0.999996095524618	0	0	0.9685330347144457	0.474604155496639	ATP1A4;ATP1A2;ATP1B2
Regulation of lipolysis in adipocytes	7/55	0.6188844520864499	0.999996095524618	0	0	0.9415109034267912	0.45177147776197835	PTGER3;IRS4;AQP7;ADCY2;PLIN1;CGA;TSHR
Cocaine addiction	6/49	0.6577445577793138	0.999996095524618	0	0	0.9007717175930754	0.3773680720960938	GRM3;GRIA2;DDC;GRIN2A;FOSB;GRIN2B
Nitrogen metabolism	2/17	0.6859330605589653	0.999996095524618	0	0	0.8608457711442786	0.32451753720087106	CPS1;CA6
Selenocompound metabolism	2/17	0.6859330605589653	0.999996095524618	0	0	0.8608457711442786	0.32451753720087106	KYAT1;INMT
Folate biosynthesis	3/26	0.6967156835726682	0.999996095524618	0	0	0.8420565752957787	0.30430060820745997	TPH2;TPH1;AKR1B10
Fat digestion and absorption	5/43	0.7011097750727742	0.999996095524618	0	0	0.8493403849556652	0.3015929621903956	ABCG8;ABCG5;MOGAT3;APOB;PLPP2
Cell adhesion molecules	18/148	0.7081373984071497	0.999996095524618	0	0	0.8933471933471934	0.3083094271174149	CNTNAP2;NLGN1;NLGN4X;NRXN1;CD8B2;NRXN3;PTPRM;CLDN6;IGSF11;SELP;CDH5;MAG;NFASC;CDH3;CDH1;CLDN14;ITGA8;CNTN2
Nicotinate and nicotinamide metabolism	4/35	0.7087540673912784	0.999996095524618	0	0	0.8329277987906237	0.2867326336887727	NMRK2;NT5C1B;ENPP1;ENPP3
Arrhythmogenic right ventricular cardiomyopathy	9/77	0.720796685846142	0.999996095524618	0	0	0.8541295306001189	0.27964044575793495	SLC8A3;RYR2;CACNG8;SGCD;CACNB4;LAMA1;ITGA8;CACNA1C;CACNG2
Collecting duct acid secretion	3/27	0.7214676264071386	0.999996095524618	0	0	0.8069242254572602	0.2634347537507976	CLCNKB;SLC4A1;ATP6V0A4
Endocrine and other factor-regulated calcium reabsorption	6/53	0.7319284188133627	0.999996095524618	0	0	0.8239194733326972	0.25712265788334787	PRKCG;SLC8A3;ATP1A4;ATP1A2;PTH1R;ATP1B2
Synaptic vesicle cycle	9/78	0.7351109332885617	0.999996095524618	0	0	0.8417020446005953	0.25902022042894435	SLC6A5;SYT1;CACNA1B;ATP6V0A4;SLC17A8;SLC6A1;SLC1A6;SLC6A2;CPLX1
Alanine, aspartate and glutamate metabolism	4/37	0.7498393216117079	0.999996095524618	0	0	0.7823568017742775	0.2252376545279576	FOLH1;CPS1;AGXT2;AGXT
Calcium signaling pathway	29/240	0.7550350547303099	0.999996095524618	0	0	0.8862416329184702	0.24902601192399035	RYR2;PDE1A;CHRNA7;PTGER3;CACNA1B;ADCY2;CACNA1C;HTR2A;HTR4;ADRA1A;GRM1;GRIN2A;PPP3R2;FGF8;FGF9;ERBB3;ERBB4;NOS1;FGF23;DRD5;PRKCG;NTRK2;SLC8A3;FGF16;P2RX3;FGF18;CASQ2;FGFR2;FGF10
Sulfur metabolism	1/10	0.7631203793108177	0.999996095524618	0	0	0.717352563305566	0.19392872546333584	SELENBP1
Linoleic acid metabolism	3/29	0.7661974505828882	0.999996095524618	0	0	0.7447669911275734	0.1983428998394639	PLA2G4D;CYP1A2;CYP2C19
Melanoma	8/72	0.7665673598161785	0.999996095524618	0	0	0.8065632011967091	0.21441087736415276	FGF16;FGF8;FGF9;CDH1;FGF18;IGF1;FGF23;FGF10
Primary immunodeficiency	4/38	0.7686438972316141	0.999996095524618	0	0	0.7593023766638843	0.19979332795186674	LCK;CD8B2;JAK3;AICDA
GABAergic synapse	10/89	0.7712069053278635	0.999996095524618	0	0	0.816673614795725	0.21217064685363943	GABRR3;PRKCG;GNAO1;GABRB2;GABRB1;CACNA1B;ADCY2;CACNA1C;SLC6A1;GABRG3
Carbohydrate digestion and absorption	5/47	0.7735765738423005	0.999996095524618	0	0	0.7682729423483999	0.19723918674767404	SI;ATP1A4;ATP1A2;ATP1B2;G6PC1
Other types of O-glycan biosynthesis	5/47	0.7735765738423005	0.999996095524618	0	0	0.7682729423483999	0.19723918674767404	GALNT5;ST6GAL2;GALNTL5;GALNTL6;GALNT9
Aldosterone synthesis and secretion	11/98	0.7797005946814809	0.999996095524618	0	0	0.8156616188349105	0.20297354878668758	PRKCG;KCNK9;CYP11A1;ATP1A4;ADCY2;ATP1A2;ATP1B2;PRKD1;CACNA1C;LDLR;KCNK3
Cortisol synthesis and secretion	7/65	0.7860117305548286	0.999996095524618	0	0	0.7787302610377055	0.18750544631901858	CYP11A1;KCNA4;ADCY2;CACNA1C;LDLR;PBX1;KCNK3
Pantothenate and CoA biosynthesis	2/21	0.7934055981574628	0.999996095524618	0	0	0.6794579732914375	0.1572406500042816	ENPP1;ENPP3
Glycine, serine and threonine metabolism	4/40	0.802902612974998	0.999996095524618	0	0	0.7170359306281636	0.15740505499412338	DMGDH;DAO;AGXT2;AGXT
Circadian rhythm	3/31	0.8048908082062719	0.999996095524618	0	0	0.6914893617021277	0.15008683434395484	PRKAA2;RORA;NR1D1
Galactose metabolism	3/31	0.8048908082062719	0.999996095524618	0	0	0.6914893617021277	0.15008683434395484	AKR1B10;SI;G6PC1
Arginine biosynthesis	2/22	0.8146145847094434	0.999996095524618	0	0	0.6454477611940298	0.13234272500142932	CPS1;NOS1
Cysteine and methionine metabolism	5/50	0.8184876338858376	0.999996095524618	0	0	0.716930228697132	0.1435989672417668	LDHC;AGXT2;TAT;BHMT2;KYAT1
Amoebiasis	11/102	0.8216837416685386	0.999996095524618	0	0	0.7796273363476658	0.15311857532445936	PRKCG;SERPINB10;COL3A1;COL1A2;SERPINB13;IFNG;LAMC3;LAMA1;LAMA4;COL4A6;COL4A5
Mineral absorption	6/60	0.8327614354122557	0.999996095524618	0	0	0.7168244477661518	0.13118465863955578	SLC8A3;SLC34A2;ATP1A4;ATP1A2;ATP1B2;TRPM6
Renin-angiotensin system	2/23	0.8338529016635122	0.999996095524618	0	0	0.6146766169154229	0.11168567733864361	ACE2;ENPEP
Adipocytokine signaling pathway	7/69	0.8350076929189862	0.999996095524618	0	0	0.7283207717817305	0.13132668007114787	MAPK10;PRKAA2;LEP;IRS4;ACSL6;CPT1C;G6PC1
Fatty acid degradation	4/43	0.8464415331210782	0.999996095524618	0	0	0.6617644242737596	0.11032549267203845	ACADL;ACSL6;CPT1C;ADH6
Pentose and glucuronate interconversions	3/34	0.8527136784557356	0.999996095524618	0	0	0.6244626666185024	0.09949654340260418	AKR1B10;UGT2A1;UGT2B7
Autoimmune thyroid disease	5/53	0.8559348343400957	0.999996095524618	0	0	0.6720053542522725	0.10453784765729664	TPO;PRF1;GZMB;CGA;TSHR
Dopaminergic synapse	14/132	0.8607430991363381	0.999996095524618	0	0	0.7648718013874418	0.11469955889827232	PRKCG;GRIA1;GRIA2;DDC;CACNA1B;CACNA1C;GRIN2B;GNAO1;MAPK10;GRIN2A;PPP2R2B;SCN1A;DRD5;KCNJ3
Th17 cell differentiation	11/107	0.8653080777226752	0.999996095524618	0	0	0.7388072507175839	0.10688300576724255	IL21;MAPK10;PPP3R2;IFNG;LCK;IL23R;TBX21;RORA;CD3G;GATA3;JAK3
Adrenergic signaling in cardiomyocytes	16/150	0.8683955376220472	0.999996095524618	0	0	0.7696252421314284	0.10860026297525434	RYR2;ATP1A4;ADCY2;ATP1A2;ATP1B2;CACNA1C;ADRA1A;SLC8A3;CACNG8;CACNB4;PPP2R2B;TNNT2;SCN7A;CACNG2;MYH6;MYH7
GnRH secretion	6/64	0.8751182582504936	0.999996095524618	0	0	0.667233647750116	0.08900646613038062	PRKCG;KISS1R;CACNA1C;CGA;ESR2;KCNJ3
Rap1 signaling pathway	23/210	0.8774358145662844	0.999996095524618	0	0	0.7924112036007264	0.1036089313878924	PRKCG;MAGI1;NGFR;ANGPT2;ANGPT1;ADCY2;IGF1;GRIN2B;GNAO1;TIAM1;FGF16;GRIN2A;FGF8;EFNA2;FGF9;CDH1;FGF18;PRKD1;RAPGEF5;FGF23;FGFR2;EPHA2;FGF10
Inflammatory bowel disease	6/65	0.8841799188959079	0.999996095524618	0	0	0.6558866002888196	0.08073617012789502	IL21;IFNG;IL23R;TBX21;RORA;GATA3
Thiamine metabolism	1/15	0.8847429573812843	0.999996095524618	0	0	0.46102200671391275	0.05645588812773113	AK5
African trypanosomiasis	3/37	0.8899647456937941	0.999996095524618	0	0	0.5692642118437521	0.06636108096558277	PRKCG;IFNG;LAMA4
Biosynthesis of unsaturated fatty acids	2/27	0.8939695570743935	0.999996095524618	0	0	0.5162089552238806	0.05785853579372479	SCD;ELOVL6
Gastric acid secretion	7/76	0.8988968295023892	0.999996095524618	0	0	0.6541676825138832	0.06972577894993874	PRKCG;ATP1A4;KCNJ16;ADCY2;ATP1A2;ATP1B2;CFTR
Allograft rejection	3/38	0.9003636454848684	0.999996095524618	0	0	0.5529675251959686	0.058037561895926536	IFNG;PRF1;GZMB
Butanoate metabolism	2/28	0.9054583999684302	0.999996095524618	0	0	0.4963260619977038	0.04929209883501994	ACSM2A;ACSM2B
Retrograde endocannabinoid signaling	15/148	0.906371475238779	0.999996095524618	0	0	0.7267183707299746	0.07144080533307814	PRKCG;GRIA1;GRIA2;GABRB2;GABRB1;CACNA1B;ADCY2;CACNA1C;GABRG3;GRM1;GNAO1;GABRR3;MAPK10;SLC17A8;KCNJ3
Primary bile acid biosynthesis	1/17	0.9136025745683146	0.999996095524618	0	0	0.4033476314807907	0.036446339530015366	AKR1C4
Parathyroid hormone synthesis, secretion and action	10/106	0.9167009808203225	0.999996095524618	0	0	0.6713915918163673	0.05839357475441616	PRKCG;SLC34A2;EGR1;CASR;CYP24A1;ADCY2;GATA3;PTH1R;FGF23;PTHLH
Malaria	4/50	0.9173876499231151	0.999996095524618	0	0	0.560833847452674	0.04835798764181623	COMP;SELP;CSF3;IFNG
Viral myocarditis	5/60	0.9188122200476379	0.999996095524618	0	0	0.5862396848575406	0.049638970790694376	SGCD;LAMA1;PRF1;MYH6;MYH7
Prolactin signaling pathway	6/70	0.9215447820212873	0.999996095524618	0	0	0.6044702914798207	0.04938758398184576	SHC4;MAPK10;CCND2;ELF5;CGA;ESR2
Signaling pathways regulating pluripotency of stem cells	14/143	0.9240290394084303	0.999996095524618	0	0	0.6992027242192858	0.05524525175366099	ESRRB;ONECUT1;WNT7A;PAX6;IGF1;INHBA;AXIN2;SOX2;POU5F1B;MEIS1;NANOG;BMPR1B;JAK3;FGFR2
Ascorbate and aldarate metabolism	2/30	0.9250242519072897	0.999996095524618	0	0	0.4608208955223881	0.03591422558434276	UGT2A1;UGT2B7
Fatty acid biosynthesis	1/18	0.9251980815137735	0.999996095524618	0	0	0.3795993593259758	0.029512871663131626	ACSL6
Glycerolipid metabolism	5/61	0.9254638264471381	0.999996095524618	0	0	0.5757377661561449	0.04459678159903697	PLPP4;AKR1B10;MOGAT3;DGKB;PLPP2
Hippo signaling pathway	16/163	0.9339941056895624	0.999996095524618	0	0	0.7010324009573822	0.047870103774546036	PATJ;WNT7A;AXIN2;BMP7;AREG;FRMD1;BMP5;GLI2;SOX2;CCND2;DLG2;CDH1;PPP2R2B;SNAI2;BMPR1B;TEAD3
Ras signaling pathway	24/232	0.9340730157061597	0.999996095524618	0	0	0.7427504775134572	0.05065607912078218	PRKCG;SHC4;NGFR;NTRK2;ANGPT2;PLA2G4D;ANGPT1;IGF1;KSR2;GRIN2B;MAPK10;TIAM1;FGF16;GRIN2A;FGF8;EFNA2;FGF9;FGF18;RAPGEF5;PAK3;FGF23;FGFR2;EPHA2;FGF10
Glycosaminoglycan degradation	1/19	0.9352378033097881	0.999996095524618	0	0	0.35848978407725146	0.024002485226695073	HYAL4
Estrogen signaling pathway	13/137	0.9359272156455983	0.999996095524618	0	0	0.6753828303460279	0.04472220754251043	SHC4;HSPA6;ADCY2;OPRM1;KRT40;ESR2;GRM1;GNAO1;KRT33A;KRT16;KRT25;KRT14;KCNJ3
Lysine degradation	5/63	0.9373296778713991	0.999996095524618	0	0	0.5558203341362565	0.03597281129322545	PRDM7;PRDM9;HYKK;MECOM;PRDM16
Th1 and Th2 cell differentiation	8/92	0.9383806993144276	0.999996095524618	0	0	0.6138120169533782	0.0390381677604545	MAPK10;PPP3R2;IFNG;LCK;TBX21;CD3G;GATA3;JAK3
AMPK signaling pathway	11/120	0.9398819918773041	0.999996095524618	0	0	0.6502014501664154	0.04031310900289389	PRKAA2;PPP2R2B;SCD;HNF4A;LEP;IRS4;IGF1;CPT1C;G6PC1;ADRA1A;CFTR
Type I diabetes mellitus	3/43	0.9401774491973207	0.999996095524618	0	0	0.48370660694288914	0.029838238129811227	IFNG;PRF1;GZMB
Pancreatic secretion	9/102	0.9413429706801782	0.999996095524618	0	0	0.623619709641215	0.037696396526299365	PRKCG;CPA2;RYR2;CPB1;ATP1A4;ADCY2;ATP1A2;ATP1B2;CFTR
Salivary secretion	8/93	0.9428019397716549	0.999996095524618	0	0	0.6065555017818646	0.03572554310867277	PRKCG;DMBT1;ATP1A4;ADCY2;ATP1A2;NOS1;ATP1B2;ADRA1A
One carbon pool by folate	1/20	0.9439304137697592	0.999996095524618	0	0	0.33960226938102434	0.019596011943203318	ALDH1L1
Focal adhesion	20/201	0.9443459077562983	0.999996095524618	0	0	0.7113415327652121	0.04073337395368598	PRKCG;SHC4;LAMC3;LAMA1;LAMA4;IGF1;COMP;MAPK10;COL1A2;COL2A1;RELN;CCND2;COL9A1;COL4A6;ITGA8;TNR;COL4A5;FLNC;COL6A5;PAK3
PI3K-Akt signaling pathway	38/354	0.9452012689118863	0.999996095524618	0	0	0.7732769681533541	0.04357987259282803	CSF3;PRKAA2;LAMC3;LAMA1;LAMA4;AREG;COMP;TCL1A;RELN;CCND2;FGF8;FGF9;ERBB3;ERBB4;TNR;JAK3;FGF23;MAGI1;NGFR;NTRK2;ANGPT2;ANGPT1;IGF1;G6PC1;FGF16;COL1A2;COL2A1;EFNA2;PPP2R2B;FGF18;COL9A1;COL4A6;ITGA8;COL4A5;COL6A5;FGFR2;EPHA2;FGF10
Fructose and mannose metabolism	2/33	0.9473458827188016	0.999996095524618	0	0	0.41615310544053924	0.02251014262719642	AKR1B10;ALDOC
cGMP-PKG signaling pathway	16/167	0.9475101237795777	0.999996095524618	0	0	0.6823030260876477	0.0367881807727714	OPRD1;IRS4;ATP1A4;ADCY2;ATP1A2;ATP1B2;CACNA1C;ADRA2C;ADRA1A;SLC8A3;NPPC;KCNU1;PPP3R2;MYH6;CNGB1;MYH7
ErbB signaling pathway	7/85	0.9491148872121012	0.999996095524618	0	0	0.5783848550203691	0.030206395653071677	PRKCG;SHC4;MAPK10;ERBB3;ERBB4;PAK3;AREG
T cell receptor signaling pathway	9/104	0.9492124356781968	0.999996095524618	0	0	0.6104199893673578	0.03181670946474038	MAPK10;ITK;PPP3R2;IFNG;LCK;GRAP2;CD8B2;CD3G;PAK3
Olfactory transduction	48/440	0.9513369850129875	0.999996095524618	0	0	0.7868532378782949	0.039253693291276565	OR7G2;OR2C3;OR4E2;OR1A1;OR2G6;OR10H1;OR4E1;OR10H5;PDE1A;OR51D1;OR4K2;OR1I1;OR9Q1;OR2M3;OR4K17;OR4Q3;OR6S1;OR51L1;OR6Y1;OR2AG1;OR10D3;OR4D9;OR5AN1;OR51B5;OR8D4;OR7D4;OR8D1;OR7A17;OR10K2;OR4D1;OR10K1;OR1D2;OR1L8;OR5AS1;OR11G2;OR10G3;OR51E2;OR51M1;ANO2;SLC8A3;OR2AT4;OR10A2;OR8A1;OR52A1;OR56A4;OR56A3;OR5A1;CNGB1
Metabolism of xenobiotics by cytochrome P450	6/76	0.9520943217779686	0.999996095524618	0	0	0.5524663677130045	0.027121221261045846	CYP2B6;AKR1C1;CYP1A2;UGT2A1;UGT2B7;ADH6
Glycolysis / Gluconeogenesis	5/67	0.9561001363357274	0.999996095524618	0	0	0.5198404569390387	0.02333700336642223	LDHC;ALDOC;ENO2;G6PC1;ADH6
Histidine metabolism	1/22	0.9579728466377598	0.999996095524618	0	0	0.3072236727589208	0.013190908059927193	CNDP1
Antigen processing and presentation	6/78	0.9595890391250512	0.999996095524618	0	0	0.537057797708022	0.022153725680422495	IFNG;HSPA6;CD8B2;KLRD1;KLRC1;KIR2DL3
MAPK signaling pathway	30/294	0.960542876253701	0.999996095524618	0	0	0.7307520910462086	0.029417637198603623	CACNA1B;CACNA1C;AREG;RPS6KA6;CACNG8;PPP3R2;FGF8;MECOM;FGF9;ERBB3;ERBB4;FLNC;CACNG2;FGF23;PRKCG;NGFR;NTRK2;ANGPT2;PLA2G4D;ANGPT1;HSPA6;IGF1;MAPK10;FGF16;CACNB4;EFNA2;FGF18;FGFR2;EPHA2;FGF10
Renin secretion	5/69	0.9634154005237685	0.999996095524618	0	0	0.5035370750840493	0.018767128566802738	ADCYAP1;ADCYAP1R1;PPP3R2;PDE1A;CACNA1C
Mannose type O-glycan biosynthesis	1/23	0.9636146165919893	0.999996095524618	0	0	0.29324200603573974	0.010868674682306846	B3GAT1
AGE-RAGE signaling pathway in diabetic complications	8/100	0.9666340310792623	0.999996095524618	0	0	0.5601769048161035	0.019009778711266887	MAPK10;EGR1;COL3A1;COL1A2;PIM1;COL4A6;COL4A5;NOX4
