Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of synaptic transmission, glutamatergic (GO:0051966)	13/46	0.006061563355295377	0.9999962068773893	0	0	2.551233579708664	13.026056604410169	NLGN1;SYT1;NRXN1;GRIK3;ATP1A2;GRM1;GRM3;CACNG8;GRM4;RELN;GRM7;GRM6;CACNG2
glutamate receptor signaling pathway (GO:0007215)	11/37	0.007447281704406382	0.9999962068773893	0	0	2.7389914465915965	13.420801129992583	GRM3;GRIA2;GRIN2A;GRID2;GRM4;GRM7;GRM6;GRIK3;GRIK4;GRIN2B;GRM1
neuron projection arborization (GO:0140058)	4/7	0.008054995836950588	0.9999962068773893	0	0	8.620861339307941	41.565162071956436	NLGN1;CHRNA7;LRP2;ZNF365
G protein-coupled glutamate receptor signaling pathway (GO:0007216)	6/15	0.009801181559035728	0.9999962068773893	0	0	4.312157448928749	19.94481630232124	GRM3;GRM4;GRM7;GRM6;GRIK3;GRM1
intestinal lipid absorption (GO:0098856)	5/11	0.009888113363951269	0.9999962068773893	0	0	5.38911717096252	24.87843860262094	ABCG8;ABCG5;SOAT2;AKR1C1;LDLR
mesonephros development (GO:0001823)	5/11	0.009888113363951269	0.9999962068773893	0	0	5.38911717096252	24.87843860262094	FGF8;ZBTB16;GATA3;BMP7;FGF10
presynaptic membrane organization (GO:0097090)	5/11	0.009888113363951269	0.9999962068773893	0	0	5.38911717096252	24.87843860262094	PTPRD;NLGN1;NLGN4X;IL1RAPL1;CNTN2
regulation of cardiac conduction (GO:1903779)	14/55	0.011979169100110668	0.9999962068773893	0	0	2.211193183895857	9.78361450637205	RYR2;ATP1A4;ABCC9;ATP1A2;ATP1B2;TBX5;SLC8A3;NPPC;ACE2;FXYD3;GJA5;CASQ2;NOS1;NKX2-5
chemical synaptic transmission (GO:0007268)	55/306	0.013748817837863294	0.9999962068773893	0	0	1.4235937862558141	6.102665307939844	GABRB2;GABRB1;CHRM4;GRIK3;GRIK4;HTR2A;HTR4;SLC6A1;SLC6A2;GRM1;GABRR3;GRM3;GRM4;GRM7;DLGAP1;CHRNB4;GRID2;HTR3E;HTR3A;HTR3B;GABRG3;CACNB4;GRIA1;GRIA2;OR10H1;NLGN1;OR10H5;CHRNA7;NRXN1;CACNA1B;SLC1A6;CPLX1;GRIN2A;PTCHD1;NPBWR1;SLC17A8;SNCB;DRD5;SNCA;SYT5;RIC3;NLGN4X;SYT1;HTR1D;OPRK1;NSG1;PCDHB11;GRIN2B;SLC6A5;DLG2;NOVA1;RIMBP2;CBLN2;KCNK3;SCN2B
calcium ion transport into cytosol (GO:0060402)	7/21	0.01619355923491573	0.9999962068773893	0	0	3.234392523364486	13.33585866749196	RYR2;GRIN2A;JPH2;TRPV4;CACNA1C;ADRA1A;GRIN2B
heart contraction (GO:0060047)	11/41	0.016624205218369152	0.9999962068773893	0	0	2.373243479346063	9.722930530929794	RYR2;CSRP3;SGCD;TNNT2;TNNI1;CASQ2;ATP1A2;SGCZ;MYH6;MYH7;SCN2B
skeletal system development (GO:0001501)	31/158	0.018057509218576972	0.9999962068773893	0	0	1.5828850797648786	6.35400724778636	DLX6;LECT2;STC1;TNFRSF11B;PRELP;PTH1R;HAPLN1;PHEX;PTHLH;GLI2;COMP;ACAN;FGF8;ARSL;SOX9;ZBTB16;NOG;EN1;SOX11;IGF1;BMP7;BMP5;PAX1;KIAA1217;BMP3;COL1A2;COL2A1;CDH11;TLL1;BMPR1B;FGFR2
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	6/17	0.01913187019438341	0.9999962068773893	0	0	3.527721157766001	13.95707506405994	RYR2;GJA5;ATP1A2;ATP1B2;CACNA1C;TBX5
C-terminal protein deglutamylation (GO:0035609)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	AGBL4;FOLH1;FOLH1B
camera-type eye photoreceptor cell differentiation (GO:0060219)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	DSCAM;SOX9;PROM1
endodermal cell fate specification (GO:0001714)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	EOMES;SOX2;NANOG
G protein-coupled opioid receptor signaling pathway (GO:0038003)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	OPRD1;OPRK1;OPRM1
indolalkylamine biosynthetic process (GO:0046219)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	TPH2;DDC;TPH1
indole-containing compound biosynthetic process (GO:0042435)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	TPH2;DDC;TPH1
negative regulation of cGMP-mediated signaling (GO:0010754)	3/5	0.019509448360264726	0.9999962068773893	0	0	9.695408734602463	38.16943192224074	PDE11A;PDZD3;PDE10A
membrane depolarization (GO:0051899)	9/32	0.021493526470440623	0.9999962068773893	0	0	2.5318401405357926	9.722274959536893	CACNB4;SCN11A;SCN9A;CACNA1B;SCN7A;CACNG2;SCN2A;SCN3A;SCN1A
regulation of NMDA receptor activity (GO:2000310)	9/32	0.021493526470440623	0.9999962068773893	0	0	2.5318401405357926	9.722274959536893	GRIA1;GRIA2;NLGN1;GRIN2A;RELN;DLG2;IFNG;OPRM1;GRIN2B
modulation of excitatory postsynaptic potential (GO:0098815)	8/27	0.02168081806753501	0.9999962068773893	0	0	2.7239302444593156	10.436268497879478	SLC8A3;NLGN1;RELN;NLGN4X;CHRNA7;NRXN1;TMEM108;WNT7A
regulation of presynapse assembly (GO:1905606)	6/18	0.025514068645561327	0.9999962068773893	0	0	3.23355754857997	11.86238757044122	PTPRD;SLITRK1;IL1RAPL1;SLITRK3;WNT7A;SNCA
regulation of presynapse organization (GO:0099174)	6/18	0.025514068645561327	0.9999962068773893	0	0	3.23355754857997	11.86238757044122	PTPRD;SLITRK1;IL1RAPL1;SLITRK3;WNT7A;SNCA
negative regulation of neuroinflammatory response (GO:0150079)	5/14	0.030351301146641942	0.9999962068773893	0	0	3.59212219316814	12.554164935342428	CD200R1;IGF1;NR1D1;LDLR;CX3CL1
modulation of chemical synaptic transmission (GO:0050804)	22/109	0.031128825828696045	0.9999962068773893	0	0	1.6380693112090572	5.683479703838781	LGI1;CHRNB4;GRID2;NLGN1;NLGN4X;SYT1;CHRNA7;CACNA1B;GRIK3;GRIK4;ATP1A2;CPLX1;GRM1;GRM3;SLC8A3;ARC;GRM4;RELN;GRM7;GRM6;TMEM108;DLGAP1
calcium ion homeostasis (GO:0055074)	20/97	0.03144100365767985	0.9999962068773893	0	0	1.6822621405641691	5.820025410866082	SLC24A2;TFAP2B;RYR2;CASR;CALCB;CHRNA7;STC1;HTR2A;PTH1R;PKHD1;SLC8A3;CDH5;CSRP3;JPH2;TRPV4;ATP13A4;ATP13A5;DRD5;CCL15;SNCA
cardiac muscle contraction (GO:0060048)	9/34	0.03144345178025386	0.9999962068773893	0	0	2.329023569023569	8.057407324268206	RYR2;CSRP3;TNNT2;TNNI1;CASQ2;ATP1A2;MYH6;MYH7;SCN2B
cellular metal ion homeostasis (GO:0006875)	21/104	0.03446694882487321	0.9999962068773893	0	0	1.6387307969193572	5.518842883206126	SLC24A2;RYR2;CASR;CALCB;CHRNA7;TMPRSS3;ATP1A4;STC1;ATP1A2;ATP1B2;HTR2A;PTH1R;PKHD1;SLC8A3;CDH5;CSRP3;TRPV4;ATP13A4;ATP13A5;DRD5;CCL15
forelimb morphogenesis (GO:0035136)	4/10	0.03465674463984577	0.9999962068773893	0	0	4.309683843664426	14.490290192179863	TFAP2B;WNT7A;CACNA1C;TBX5
phosphate ion homeostasis (GO:0055062)	4/10	0.03465674463984577	0.9999962068773893	0	0	4.309683843664426	14.490290192179863	SLC34A2;TFAP2B;ENPP1;FGF23
presynaptic membrane assembly (GO:0097105)	4/10	0.03465674463984577	0.9999962068773893	0	0	4.309683843664426	14.490290192179863	PTPRD;NLGN1;NLGN4X;IL1RAPL1
epithelial tube formation (GO:0072175)	3/6	0.03515720661867102	0.9999962068773893	0	0	6.463232549458754	21.638422079664338	GATA3;SOX9;FGFR2
indolalkylamine metabolic process (GO:0006586)	3/6	0.03515720661867102	0.9999962068773893	0	0	6.463232549458754	21.638422079664338	TPH2;DDC;TPH1
negative regulation of neuron migration (GO:2001223)	3/6	0.03515720661867102	0.9999962068773893	0	0	6.463232549458754	21.638422079664338	ADGRG1;COL3A1;CX3CL1
photoreceptor cell outer segment organization (GO:0035845)	3/6	0.03515720661867102	0.9999962068773893	0	0	6.463232549458754	21.638422079664338	RP1;CDHR1;PCARE
positive regulation of gap junction assembly (GO:1903598)	3/6	0.03515720661867102	0.9999962068773893	0	0	6.463232549458754	21.638422079664338	ACE2;CNTNAP2;TBX5
phototransduction, visible light (GO:0007603)	5/15	0.0406263748318248	0.9999962068773893	0	0	3.232723197609264	10.355504405787165	RP1;SAG;GNAT1;PDE6A;CNGB1
regulation of neurotransmitter receptor activity (GO:0099601)	13/58	0.040896962916013094	0.9999962068773893	0	0	1.8696057616252446	5.976567756686866	GRIA1;GRIA2;NLGN1;OPRM1;SHISA9;GRIN2B;CACNG8;GRIN2A;RELN;DLG2;GSG1L;DLGAP1;CACNG2
regulation of AMPA receptor activity (GO:2000311)	7/25	0.04150562111557231	0.9999962068773893	0	0	2.515057113187954	8.002726657021007	NLGN1;CACNG8;ARC;RELN;GSG1L;CACNG2;SHISA9
cell-cell junction organization (GO:0045216)	17/82	0.04275912850313549	0.9999962068773893	0	0	1.6931793909655073	5.337193639329398	NLGN4X;CTNND2;CDH7;CDH6;PKHD1;CDH5;CDH3;MARVELD2;CDH1;CDH10;TRPV4;CDH11;MARVELD3;CDH13;CDH17;CDH18;CDH19
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	10/42	0.04740746333582124	0.9999962068773893	0	0	2.0216598053892216	6.163991434980027	PTPRD;SELP;NLGN1;TENM2;GRID2;CEACAM6;CEACAM5;IL1RAPL1;UMOD;CEACAM8
positive regulation of lipid localization (GO:1905954)	4/11	0.04881026769058983	0.9999962068773893	0	0	3.693801344286781	11.15459517267982	HILPDA;APOB;VSTM2A;PLIN5
postsynapse assembly (GO:0099068)	4/11	0.04881026769058983	0.9999962068773893	0	0	3.693801344286781	11.15459517267982	NLGN1;NLGN4X;NRXN1;WNT7A
rhodopsin mediated signaling pathway (GO:0016056)	4/11	0.04881026769058983	0.9999962068773893	0	0	3.693801344286781	11.15459517267982	SAG;GNAT1;PDE6A;CNGB1
negative regulation of epithelial cell apoptotic process (GO:1904036)	9/37	0.051720103284111585	0.9999962068773893	0	0	2.079124579124579	6.158177237705016	SEMA5A;NEUROD1;PKHD1;FGB;CDH5;IL11;SERPINB13;ANGPT1;GATA3
long-term synaptic potentiation (GO:0060291)	6/21	0.05255117979312141	0.9999962068773893	0	0	2.5863976083707025	7.619443893906987	SLC24A2;SLC8A3;ARC;GRIN2A;GRIN2B;SHANK2
negative regulation of reproductive process (GO:2000242)	6/21	0.05255117979312141	0.9999962068773893	0	0	2.5863976083707025	7.619443893906987	NPPC;WEE2;SEMG1;PAEP;IGF1;ZP4
cell junction organization (GO:0034330)	15/72	0.05269091640359121	0.9999962068773893	0	0	1.7031752609871134	5.012976528743763	NLGN4X;CTNND2;CHRNA7;SEMA3E;SLC6A1;GRHL2;PKHD1;SLC8A3;MARVELD2;MARVELD3;FLNC;PAK3;SNCB;CBLN2;SNCA
dendritic spine morphogenesis (GO:0060997)	5/16	0.052761004187629156	0.9999962068773893	0	0	2.9386694739701835	8.645515394626731	ARC;CTNND2;WNT7A;PAK3;ZNF365
neuron cell-cell adhesion (GO:0007158)	5/16	0.052761004187629156	0.9999962068773893	0	0	2.9386694739701835	8.645515394626731	NLGN1;NLGN4X;NRXN1;NRXN3;ASTN1
positive regulation of hormone metabolic process (GO:0032352)	3/7	0.05548389618425877	0.9999962068773893	0	0	4.847144456886898	14.016305660183633	SLCO1C1;EGR1;GATA3
regulation of atrial cardiac muscle cell membrane depolarization (GO:0060371)	3/7	0.05548389618425877	0.9999962068773893	0	0	4.847144456886898	14.016305660183633	GJA5;TBX5;SCN2B
regulation of cGMP-mediated signaling (GO:0010752)	3/7	0.05548389618425877	0.9999962068773893	0	0	4.847144456886898	14.016305660183633	PDE11A;PDZD3;PDE10A
synaptic transmission, dopaminergic (GO:0001963)	3/7	0.05548389618425877	0.9999962068773893	0	0	4.847144456886898	14.016305660183633	SLC6A2;DRD5;SNCA
adherens junction organization (GO:0034332)	11/49	0.05656910083895181	0.9999962068773893	0	0	1.8727462610100691	5.379074785987325	CDH6;CDH5;CDH3;CDH1;CDH10;CDH11;CDH13;CDH17;CDH18;CDH7;CDH19
positive regulation of synaptic transmission (GO:0050806)	15/73	0.058426489751265666	0.9999962068773893	0	0	1.673713199643148	4.753321888230085	SLC24A2;LGI1;NLGN1;SYT1;CHRNA7;NRXN1;ADRA1A;GRIN2B;SLC8A3;ARC;CACNG8;GRIN2A;RELN;CACNG2;SHANK2
ventricular septum development (GO:0003281)	9/38	0.06002532364935905	0.9999962068773893	0	0	2.0073145245559036	5.646553165210639	GJA5;NOG;SLIT3;SOX11;MATR3;GATA3;NKX2-5;TBX5;DAND5
neuronal action potential (GO:0019228)	6/22	0.0643591400474697	0.9999962068773893	0	0	2.4246076233183858	6.651368674816667	SCN11A;SCN9A;SCN7A;SCN2A;SCN3A;SCN1A
catecholamine biosynthetic process (GO:0042423)	4/12	0.0656640977753643	0.9999962068773893	0	0	3.2318894697535474	8.80109096993958	DDC;DAO;GATA3;SNCA
cell differentiation in hindbrain (GO:0021533)	4/12	0.0656640977753643	0.9999962068773893	0	0	3.2318894697535474	8.80109096993958	GRID2;LHX1;NOG;PHOX2B
fat-soluble vitamin catabolic process (GO:0042363)	4/12	0.0656640977753643	0.9999962068773893	0	0	3.2318894697535474	8.80109096993958	CYP24A1;CYP4F3;CYP4F11;FGF23
organic hydroxy compound catabolic process (GO:1901616)	4/12	0.0656640977753643	0.9999962068773893	0	0	3.2318894697535474	8.80109096993958	CYP24A1;CYP4F3;CYP4F11;FGF23
positive regulation of protein depolymerization (GO:1901881)	4/12	0.0656640977753643	0.9999962068773893	0	0	3.2318894697535474	8.80109096993958	SEMA5A;VIL1;TRPV4;STMN2
regulation of nucleobase-containing compound metabolic process (GO:0019219)	4/12	0.0656640977753643	0.9999962068773893	0	0	3.2318894697535474	8.80109096993958	DPPA3;NOVA1;NOVA2;IGF2BP1
pharyngeal system development (GO:0060037)	5/17	0.06677315617134595	0.9999962068773893	0	0	2.6936247042709502	7.290171713427702	NOG;GATA3;NKX2-5;BMP7;BMP5
positive regulation of cardiac muscle tissue growth (GO:0055023)	5/17	0.06677315617134595	0.9999962068773893	0	0	2.6936247042709502	7.290171713427702	ERBB4;PIM1;AKAP6;IGF1;FGFR2
sulfation (GO:0051923)	5/17	0.06677315617134595	0.9999962068773893	0	0	2.6936247042709502	7.290171713427702	SULT2B1;SULT1E1;SULT6B1;CHST5;SULT1C4
positive regulation of nervous system development (GO:0051962)	10/45	0.0711739910324834	0.9999962068773893	0	0	1.848053892215569	4.883718631732619	PTPRD;NLGN1;GRID2;IFNG;NRXN1;IL1RAPL1;WNT7A;SOX11;LRP2;OPRM1
synapse organization (GO:0050808)	23/126	0.07500950152031313	0.9999962068773893	0	0	1.445703728315996	3.7445757582421426	GPM6A;NLGN1;NLGN4X;DSCAM;CTNND2;CHRNA7;NRXN1;SEMA3E;SLC6A1;PCDHB11;CX3CL1;PTPRD;SLC8A3;CACNB4;CDH1;SLITRK1;SLITRK3;CNTN2;PAK3;SNCB;SHANK2;CBLN2;SNCA
sensory perception of mechanical stimulus (GO:0050954)	17/88	0.07519903328084696	0.9999962068773893	0	0	1.5495547393177074	4.009654036228205	SPTBN4;COL11A1;PCDH15;PAX3;LHFPL4;LRP2;USH2A;POU3F4;COL2A1;GRM7;MARVELD2;MYO3A;SNAI2;ROR1;ATP6V0A4;CRYM;SLC26A5
synaptic vesicle recycling (GO:0036465)	8/34	0.07632944006168822	0.9999962068773893	0	0	1.989758932167309	5.119045977835201	SYT5;NLGN1;NLGN4X;SYT1;WNT7A;SNCB;SYT7;SNCA
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	8/34	0.07632944006168822	0.9999962068773893	0	0	1.989758932167309	5.119045977835201	RYR2;TNNT2;NOG;LRP2;NKX2-5;FGFR2;MYH6;MYH7
excitatory synapse assembly (GO:1904861)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	GRID2;NLGN1;WNT7A
negative regulation of fatty acid oxidation (GO:0046322)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	ACADL;SOX9;PLIN5
negative regulation of microglial cell activation (GO:1903979)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	NR1D1;LDLR;CX3CL1
negative regulation of muscle cell apoptotic process (GO:0010656)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	APOH;IGF1;BMP7
positive regulation of steroid biosynthetic process (GO:0010893)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	IFNG;NR1D1;CGA
postsynaptic density organization (GO:0097106)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	NLGN1;NRXN1;TMEM108
protein deglutamylation (GO:0035608)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	AGBL4;FOLH1;FOLH1B
regulation of lymphocyte apoptotic process (GO:0070228)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	BLK;CD3G;JAK3
tyrosine phosphorylation of STAT protein (GO:0007260)	3/8	0.08012807997317214	0.9999962068773893	0	0	3.877491601343785	9.7872887069207	IL21;LEP;JAK3
regulation of cation channel activity (GO:2001257)	17/89	0.08186031998989404	0.9999962068773893	0	0	1.527944548676256	3.824049313278151	GRIA1;GRIA2;NLGN1;OPRM1;SHISA9;GRIN2B;JPH2;CACNG8;GRIN2A;CACNB4;RELN;DLG2;FGF14;GSG1L;NOS1;CACNG2;FGF12
positive regulation of excitatory postsynaptic potential (GO:2000463)	5/18	0.08264204782370402	0.9999962068773893	0	0	2.48627912991006	6.198882309544946	NLGN1;RELN;CHRNA7;NRXN1;WNT7A
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	5/18	0.08264204782370402	0.9999962068773893	0	0	2.48627912991006	6.198882309544946	NLGN1;CACNG8;RELN;NRXN1;CACNG2
presynapse assembly (GO:0099054)	5/18	0.08264204782370402	0.9999962068773893	0	0	2.48627912991006	6.198882309544946	PTPRD;NLGN1;NLGN4X;IL1RAPL1;WNT7A
synaptic transmission, glutamatergic (GO:0035249)	5/18	0.08264204782370402	0.9999962068773893	0	0	2.48627912991006	6.198882309544946	GRIA2;GRID2;GRIK3;GRIK4;SLC17A8
cell junction assembly (GO:0034329)	19/102	0.0842185944621383	0.9999962068773893	0	0	1.4815476702152206	3.665851988619453	GPM6A;NLGN1;DSCAM;CTNND2;NRXN1;PCDHB11;GRHL2;CDH7;CDH6;CDH5;CDH1;SLITRK1;TRPV4;CDH10;CDH11;FLNC;CDH18;SHANK2;CDH19
detection of calcium ion (GO:0005513)	4/13	0.08512510353046564	0.9999962068773893	0	0	2.872624678449921	7.0770938113368596	RYR2;CASR;SYT1;CASQ2
positive regulation of calcium ion import (GO:0090280)	4/13	0.08512510353046564	0.9999962068773893	0	0	2.872624678449921	7.0770938113368596	CALCR;GRM6;STC1;STRIT1
response to interleukin-6 (GO:0070741)	4/13	0.08512510353046564	0.9999962068773893	0	0	2.872624678449921	7.0770938113368596	PTPRT;PTGIS;TDGF1;FOXA2
spinal cord development (GO:0021510)	4/13	0.08512510353046564	0.9999962068773893	0	0	2.872624678449921	7.0770938113368596	VIT;RELN;SOX11;GLI2
cation transport (GO:0006812)	30/174	0.08728334869002279	0.9999962068773893	0	0	1.3491390145801911	3.2900044255970813	KCNK9;CATSPER4;ATP1A4;KCNA4;ATP1A2;LRP2;SLC6A20;SLC5A5;SCN11A;SCN9A;SCN7A;SCN3A;TRPM6;RHBG;PANX3;SCN1A;KCNJ3;KCNF1;SLC12A3;SLC36A2;ABCC8;SLC6A14;KCNJ16;ABCC9;SLC8A3;SLC5A8;CNGB3;SCN2A;KCNK3;CNGB1
regulation of trans-synaptic signaling (GO:0099177)	8/35	0.08784782265143515	0.9999962068773893	0	0	1.9159533505083244	4.659884503516601	NLGN1;GRID2;ARC;RELN;NLGN4X;CACNA1B;GRIK3;GRIK4
regulation of synapse assembly (GO:0051963)	10/47	0.09055658312210994	0.9999962068773893	0	0	1.7479567891244538	4.198208348791681	PTPRD;NLGN1;GRID2;SLITRK1;NRXN1;SLITRK3;IL1RAPL1;LHFPL4;WNT7A;SNCA
potassium ion homeostasis (GO:0055075)	6/24	0.0922382046248838	0.9999962068773893	0	0	2.154957648231191	5.136084828811826	SLC12A3;TFAP2B;ATP1A4;ATP1A2;ATP1B2;SLC12A8
regulation of keratinocyte proliferation (GO:0010837)	6/24	0.0922382046248838	0.9999962068773893	0	0	2.154957648231191	5.136084828811826	CDH3;SNAI2;PRKD1;AREG;FGFR2;FGF10
sensory perception of sound (GO:0007605)	17/91	0.09630470603275934	0.9999962068773893	0	0	1.4864763450129304	3.4787085668110347	SPTBN4;COL11A1;PCDH15;PAX3;LHFPL4;LRP2;USH2A;POU3F4;COL2A1;GRM7;MARVELD2;MYO3A;SNAI2;ROR1;ATP6V0A4;CRYM;SLC26A5
extracellular structure organization (GO:0043062)	36/216	0.09728248327863451	0.9999962068773893	0	0	1.2953892668178382	3.0184335972417835	VIT;COL14A1;LAMC3;LAMA1;ELN;COL11A1;LAMA4;LOXL1;HAPLN1;MMP20;ADAMTS16;COMP;ACAN;MMP27;MMP26;CDH1;ADAMTS18;ADAMTSL3;TNR;ADAMTS9;FGB;MMP1;MMP3;BGN;MMP10;ADAMTS20;COL3A1;COL1A2;COL2A1;COL5A1;SMOC1;PXDN;COL9A1;COL4A6;ITGA8;COL4A5
regulation of striated muscle contraction (GO:0006942)	7/30	0.09758174173976714	0.9999962068773893	0	0	1.9677366924014628	4.5790509409266695	SLC8A3;RYR2;GJA5;TNNI1;ATP1A2;NOS1;NKX2-5
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	12/60	0.0991741343782124	0.9999962068773893	0	0	1.6170411985018727	3.736784996760585	PTPRT;IGSF11;DSCAM;CDH1;CEACAM6;CEACAM5;PTPRM;VSTM2L;CDH13;CNTN2;CDH17;MYPN
purine ribonucleoside bisphosphate metabolic process (GO:0034035)	5/19	0.1003115314390386	0.9999962068773893	0	0	2.30855435188644	5.308462143686996	SULT2B1;SULT1E1;ENPP1;SULT6B1;SULT1C4
potassium ion import across plasma membrane (GO:1990573)	9/42	0.10137673481719875	0.9999962068773893	0	0	1.7635955514743393	4.036714410399943	SLC12A3;KCNK9;ATP1A4;KCNJ16;ATP1A2;ABCC9;ATP1B2;SLC12A8;KCNJ3
cellular divalent inorganic cation homeostasis (GO:0072503)	20/111	0.1017993012675579	0.9999962068773893	0	0	1.42229671155291	3.2495953113080542	SLC24A2;RYR2;CASR;SLC30A8;CALCB;CHRNA7;STC1;HTR2A;PTH1R;SLC30A10;PKHD1;SLC8A3;CDH5;CSRP3;LCK;TRPV4;ATP13A4;ATP13A5;DRD5;CCL15
external encapsulating structure organization (GO:0045229)	36/217	0.10221923029906912	0.9999962068773893	0	0	1.2881572518510167	2.9378171008528535	VIT;COL14A1;LAMC3;LAMA1;ELN;COL11A1;LAMA4;LOXL1;HAPLN1;MMP20;ADAMTS16;COMP;ACAN;MMP27;MMP26;CDH1;ADAMTS18;ADAMTSL3;TNR;ADAMTS9;FGB;MMP1;MMP3;BGN;MMP10;ADAMTS20;COL3A1;COL1A2;COL2A1;COL5A1;SMOC1;PXDN;COL9A1;COL4A6;ITGA8;COL4A5
positive regulation of cyclase activity (GO:0031281)	4/14	0.10703463844190074	0.9999962068773893	0	0	2.5852128454070202	5.7769237935330935	GUCA1A;CACNA1C;NOS1;DRD5
